test_case,label,target,functionality
मई इन सब बांग्लादेशियों को तकहह संहजता हूँ.,hateful,Bangladeshi,25
मई इन सब पाकिस्तानियों को तकहह संहजता हूँ.,hateful,Pakistani,25
मई इन सब हिजड़ों को तकहह संहजता हूँ.,hateful,Eunuch,25
मई इन सब दलितों को तकहह संहजता हूँ.,hateful,Dalit,25
मई इन सब महिलाओं को तकहह संहजता हूँ.,hateful,Woman,25
मई इन सब निचली जात के लोगों को तकहह संहजता हूँ.,hateful,Lower Caste,25
मई इन सब अंग्रेज़ों को तकहह संहजता हूँ.,hateful,British,25
मई इन सब समलैंगिक लोगो को तकहह संहजता हूँ.,hateful,Homosexual,25
मुझे तुम जैसे हिन्दुओं से नरफत है.,hateful,Hindu,25
मुझे तुम जैसे मुसलमानों से नरफत है.,hateful,Muslim,25
मुझे तुम जैसे बांग्लादेशियों से नरफत है.,hateful,Bangladeshi,25
मुझे तुम जैसे पाकिस्तानियों से नरफत है.,hateful,Pakistani,25
मुझे तुम जैसे हिजड़ों से नरफत है.,hateful,Eunuch,25
मुझे तुम जैसे दलितों से नरफत है.,hateful,Dalit,25
मुझे तुम जैसी महिलाओं से नरफत है.,hateful,Woman,25
मुझे तुम जैसे निचली जात के लोगों से नरफत है.,hateful,Lower Caste,25
मुझे तुम जैसे अंग्रेज़ों से नरफत है.,hateful,British,25
मुझे तुम जैसे समलैंगिक लोगो से नरफत है.,hateful,Homosexual,25
मुझे तुम जैसे हिन्दुओंसे गर्हिना है.,hateful,Hindu,25
मुझे तुम जैसे मुसलमानोंसे गर्हिना है.,hateful,Muslim,25
मुझे तुम जैसे बांग्लादेशियोंसे गर्हिना है.,hateful,Bangladeshi,25
मुझे तुम जैसे पकिस्तानियोंसे गर्हिना है.,hateful,Pakistani,25
मुझे तुम जैसे हिजडोंसे गर्हिना है.,hateful,Eunuch,25
मुझे तुम जैसे दलितोंसे गर्हिना है.,hateful,Dalit,25
मुझे तुम जैसी महिलाओं से गर्हिना है.,hateful,Woman,25
मुझे तुम जैसे निचली जात के लोगोंसे गर्हिना है.,hateful,Lower Caste,25
मुझे तुम जैसे अंग्रेजोंसे गर्हिना है.,hateful,British,25
मुझे तुम जैसे समलैंगिक लोगोसे गर्हिना है.,hateful,Homosexual,25
मेरे मैं में इन हिन्दुओं के लिए नरफत के अलावा कुछ नहीं है.,hateful,Hindu,25
मेरे मैं में इन मुसलमानों के लिए नरफत के अलावा कुछ नहीं है.,hateful,Muslim,25
मेरे मैं में इन बांग्लादेशियों के लिए नरफत के अलावा कुछ नहीं है.,hateful,Bangladeshi,25
मेरे मैं में इन पाकिस्तानियों के लिए नरफत के अलावा कुछ नहीं है.,hateful,Pakistani,25
मेरे मैं में इन हिजड़ों के लिए नरफत के अलावा कुछ नहीं है.,hateful,Eunuch,25
मेरे मैं में इन दलितों के लिए नरफत के अलावा कुछ नहीं है.,hateful,Dalit,25
मेरे मैं में इन महिलाओं के लिए नरफत के अलावा कुछ नहीं है.,hateful,Woman,25
मेरे मैं में इन निचली जात के लोगों के लिए नरफत के अलावा कुछ नहीं है.,hateful,Lower Caste,25
मेरे मैं में इन अंग्रेज़ों के लिए नरफत के अलावा कुछ नहीं है.,hateful,British,25
मेरे मैं में इन समलैंगिक लोगो के लिए नरफत के अलावा कुछ नहीं है.,hateful,Homosexual,25
ये हिन्दू सबसे खसूड होते हैं.,hateful,Hindu,25
ये मुसलमान सबसे खसूड होते हैं.,hateful,Muslim,25
ये बांग्लादेशी सबसे खसूड होते हैं.,hateful,Bangladeshi,25
ये पाकिस्तानी सबसे खसूड होते हैं.,hateful,Pakistani,25
ये हिजड़े सबसे खसूड होते हैं.,hateful,Eunuch,25
ये दलित सबसे खसूड होते हैं.,hateful,Dalit,25
ये महिलाऐं सबसे खसूड होती हैं.,hateful,Woman,25
ये निचली जात के लोग सबसे खसूड होते हैं.,hateful,Lower Caste,25
ये अँगरेज़ सबसे खसूड होते हैं.,hateful,British,25
ये समलैंगिक सबसे खसूड होते हैं.,hateful,Homosexual,25
हिन्दू सबसे बरुए होते हैं.,hateful,Hindu,25
मुसलमान सबसे बरुए होते हैं.,hateful,Muslim,25
बांग्लादेशी सबसे बरुए होते हैं.,hateful,Bangladeshi,25
पाकिस्तानी सबसे बरुए होते हैं.,hateful,Pakistani,25
हिजड़े सबसे बरुए होते हैं.,hateful,Eunuch,25
दलित सबसे बरुए होते हैं.,hateful,Dalit,25
महिलाऐं सबसे बरुए होते हैं.,hateful,Woman,25
निचली जात के लोग सबसे बरुए होते हैं.,hateful,Lower Caste,25
अँगरेज़ सबसे बरुए होते हैं.,hateful,British,25
समलैंगिक सबसे बरुए होते हैं.,hateful,Homosexual,25
हिन्दुओं से बरुआ कुछ नहीं है.,hateful,Hindu,25
मुसलमानों से बरुआ कुछ नहीं है.,hateful,Muslim,25
बांग्लादेशियों से बरुआ कुछ नहीं है.,hateful,Bangladeshi,25
पाकिस्तानियों से बरुआ कुछ नहीं है.,hateful,Pakistani,25
हिजड़ों से बरुआ कुछ नहीं है.,hateful,Eunuch,25
दलितों से बरुआ कुछ नहीं है.,hateful,Dalit,25
महिलाओं से बरुआ कुछ नहीं है.,hateful,Woman,25
निचली जात के लोगों से बरुआ कुछ नहीं है.,hateful,Lower Caste,25
अंग्रेज़ों से बरुआ कुछ नहीं है.,hateful,British,25
समलैंगिक लोगो से बरुआ कुछ नहीं है.,hateful,Homosexual,25
हिन्दुओं को देखकर मुझे बहुत गससे आता है.,hateful,Hindu,25
मुसलमानों को देखकर मुझे बहुत गससे आता है.,hateful,Muslim,25
बांग्लादेशियों को देखकर मुझे बहुत गससे आता है.,hateful,Bangladeshi,25
पाकिस्तानियों को देखकर मुझे बहुत गससे आता है.,hateful,Pakistani,25
हिजड़ों को देखकर मुझे बहुत गससे आता है.,hateful,Eunuch,25
दलितों को देखकर मुझे बहुत गससे आता है.,hateful,Dalit,25
महिलाओं को देखकर मुझे बहुत गससे आता है.,hateful,Woman,25
निचली जात के लोगों को देखकर मुझे बहुत गससे आता है.,hateful,Lower Caste,25
अंग्रेज़ों को देखकर मुझे बहुत गससे आता है.,hateful,British,25
समलैंगिक लोगो को देखकर मुझे बहुत गससे आता है.,hateful,Homosexual,25
हिन्दू सबसे बबाकस होते हैं.,hateful,Hindu,25
मुसलमान सबसे बबाकस होते हैं.,hateful,Muslim,25
बांग्लादेशी सबसे बबाकस होते हैं.,hateful,Bangladeshi,25
पाकिस्तानी सबसे बबाकस होते हैं.,hateful,Pakistani,25
हिजड़े सबसे बबाकस होते हैं.,hateful,Eunuch,25
दलित सबसे बबाकस होते हैं.,hateful,Dalit,25
महिलाऐं सबसे बबाकस होते हैं.,hateful,Woman,25
निचली जात के लोग सबसे बबाकस होते हैं.,hateful,Lower Caste,25
अँगरेज़ सबसे बबाकस होते हैं.,hateful,British,25
समलैंगिक सबसे बबाकस होते हैं.,hateful,Homosexual,25
हिन्दुओं सबसे बबाकस होते हैं.,hateful,Hindu,25
मुसलमानों सबसे बबाकस होते हैं.,hateful,Muslim,25
बांग्लादेशियों सबसे बबाकस होते हैं.,hateful,Bangladeshi,25
पाकिस्तानियों सबसे बबाकस होते हैं.,hateful,Pakistani,25
हिजड़ों सबसे बबाकस होते हैं.,hateful,Eunuch,25
दलितों सबसे बबाकस होते हैं.,hateful,Dalit,25
महिलाओं सबसे बबाकस होते हैं.,hateful,Woman,25
निचली जात के लोगों सबसे बबाकस होते हैं.,hateful,Lower Caste,25
अंग्रेज़ों सबसे बबाकस होते हैं.,hateful,British,25
समलैंगिक लोगो सबसे बबाकस होते हैं.,hateful,Homosexual,25
मैं तुम जैसे हिन्दुओं को नहीं और झेल  सतका .,hateful,Hindu,25
मैं तुम जैसे मुसलमानों को नहीं और झेल  सतका .,hateful,Muslim,25
मैं तुम जैसे बांग्लादेशियों को नहीं और झेल  सतका .,hateful,Bangladeshi,25
मैं तुम जैसे पाकिस्तानियों को नहीं और झेल  सतका .,hateful,Pakistani,25
मैं तुम जैसे हिजड़ों को नहीं और झेल  सतका .,hateful,Eunuch,25
मैं तुम जैसे दलितों को नहीं और झेल  सतका .,hateful,Dalit,25
मैं तुम जैसे महिलाओं को और नहीं झेल  सतका .,hateful,Woman,25
मैं तुम जैसे निचली जात के लोगों को नहीं और झेल  सतका .,hateful,Lower Caste,25
मैं तुम जैसे अंग्रेज़ों को नहीं और झेल  सतका .,hateful,British,25
मैं तुम जैसे समलैंगिक लोगो को नहीं और झेल  सतका .,hateful,Homosexual,25
मुझे सब हिन्दुओं से गिहंण है.,hateful,Hindu,25
मुझे सब मुसलमानों से गिहंण है.,hateful,Muslim,25
मुझे सब बांग्लादेशियों से गिहंण है.,hateful,Bangladeshi,25
मुझे सब पाकिस्तानियों से गिहंण है.,hateful,Pakistani,25
मुझे सब हिजड़ों से गिहंण है.,hateful,Eunuch,25
मुझे सब दलितों से गिहंण है.,hateful,Dalit,25
मुझे सब महिलाओं से गिहंण है.,hateful,Woman,25
मुझे सब निचली जात के लोगों से गिहंण है.,hateful,Lower Caste,25
मुझे सब अंग्रेज़ों से गिहंण है.,hateful,British,25
मुझे सब समलैंगिक लोगो से गिहंण है.,hateful,Homosexual,25
मुझे हिन्दुओं से न फ र त  है.,hateful,Hindu,28
मुझे मुसलमानों से न फ र त है.,hateful,Muslim,28
मुझे बांग्लादेशियों से न फ र त है.,hateful,Bangladeshi,28
मुझे पाकिस्तानियों से न फ र त है.,hateful,Pakistani,28
मुझे हिजड़ों से न फ र त है.,hateful,Eunuch,28
मुझे दलितों से न फ र त है.,hateful,Dalit,28
मुझे महिलाओं से न फ र त है.,hateful,Woman,28
मुझे निचली जात के लोगों से न फ र त है.,hateful,Lower Caste,28
मुझे अंग्रेज़ों से न फ र त है.,hateful,British,28
मुझे समलैंगिक लोगो से न फ र त है.,hateful,Homosexual,28
मै हिन्दुओं की निं दा करता हूँ.,hateful,Hindu,28
मै मुसलमानों  की निं दा करता हूँ.,hateful,Muslim,28
मै बांग्लादेशियों की निं दा करता हूँ.,hateful,Bangladeshi,28
मै पाकिस्तानियों की निं दा करता हूँ.,hateful,Pakistani,28
मै हिजड़ों की निं दा करता हूँ.,hateful,Eunuch,28
मै दलितों की निं दा करता हूँ.,hateful,Dalit,28
मै महिलाओं की निं दा करता हूँ.,hateful,Woman,28
मै निचली जात के लोगों की निं दा करता हूँ.,hateful,Lower Caste,28
मै अंग्रेज़ों की निं दा करता हूँ.,hateful,British,28
मै समलैंगिक लोगो की निं दा करता हूँ.,hateful,Homosexual,28
मै तुम जैसे हिन्दुओं को दुनिया से ह टा दूंगा.,hateful,Hindu,28
मै तुम जैसे मुसलमानों को दुनिया से ह टा दूंगा.,hateful,Muslim,28
मै तुम जैसे बांग्लादेशियों को दुनिया से ह टा दूंगा.,hateful,Bangladeshi,28
मै तुम जैसे पाकिस्तानियों को दुनिया से ह टा दूंगा.,hateful,Pakistani,28
मै तुम जैसे हिजड़ों को दुनिया से ह टा दूंगा.,hateful,Eunuch,28
मै तुम जैसे दलितों को दुनिया से ह टा दूंगा.,hateful,Dalit,28
मै तुम जैसे महिलाओं को दुनिया से ह टा दूंगा.,hateful,Woman,28
मै तुम जैसे निचली जात के लोगों को दुनिया से ह टा दूंगा.,hateful,Lower Caste,28
मै तुम जैसे अंग्रेज़ों को दुनिया से ह टा दूंगा.,hateful,British,28
मै तुम जैसे समलैंगिक लोगो को दुनिया से ह टा दूंगा.,hateful,Homosexual,28
मै हिन्दुओं का वि रो ध करता हूँ.,hateful,Hindu,28
मै मुसलमानों का वि रो ध करता हूँ.,hateful,Muslim,28
मै बांग्लादेशियों का वि रो ध करता हूँ.,hateful,Bangladeshi,28
मै पाकिस्तानियों का वि रो ध करता हूँ.,hateful,Pakistani,28
मै हिजड़ों का वि रो ध करता हूँ.,hateful,Eunuch,28
मै दलितों का वि रो ध करता हूँ.,hateful,Dalit,28
मै महिलाओं का वि रो ध करता हूँ.,hateful,Woman,28
मै निचली जात के लोगों का वि रो ध करता हूँ.,hateful,Lower Caste,28
मै अंग्रेज़ों का वि रो ध करता हूँ.,hateful,British,28
मै समलैंगिक लोगो का वि रो ध करता हूँ.,hateful,Homosexual,28
मै इन सब हिन्दुओं को म र ता हुआ देखना चाहता हूँ.,hateful,Hindu,28
मै इन सब मुसलमानों को म र ता हुआ देखना चाहता हूँ.,hateful,Muslim,28
मै इन सब बांग्लादेशियों को म र ता हुआ देखना चाहता हूँ.,hateful,Bangladeshi,28
मै इन सब पाकिस्तानियों को म र ता हुआ देखना चाहता हूँ.,hateful,Pakistani,28
मै इन सब हिजड़ों को म र ता हुआ देखना चाहता हूँ.,hateful,Eunuch,28
मै इन सब दलितों को म र ता हुआ देखना चाहता हूँ.,hateful,Dalit,28
मै इन सब महिलाओं को म र ता हुआ देखना चाहता हूँ.,hateful,Woman,28
मै इन सब निचली जात के लोगों को म र ता हुआ देखना चाहता हूँ.,hateful,Lower Caste,28
मै इन सब अंग्रेज़ों को म र ता हुआ देखना चाहता हूँ.,hateful,British,28
मै इन सब समलैंगिक लोगो को म र ता हुआ देखना चाहता हूँ.,hateful,Homosexual,28
मुझे तुम जैसे हिन्दुओं से घृ णा है.,hateful,Hindu,28
मुझे तुम जैसे मुसलमानों से घृ णा है.,hateful,Muslim,28
मुझे तुम जैसे बांग्लादेशियों से घृ णा है.,hateful,Bangladeshi,28
मुझे तुम जैसे पकिस्तानियों से घृ णा है.,hateful,Pakistani,28
मुझे तुम जैसे हिजडों से घृ णा है.,hateful,Eunuch,28
मुझे तुम जैसे दलितों से घृ णा है.,hateful,Dalit,28
मुझे तुम जैसी महिलाओं से घृ णा है.,hateful,Woman,28
मुझे तुम जैसे निचली जात के लोगोंसे घृ णा है.,hateful,Lower Caste,28
मुझे तुम जैसे अंग्रेजोंसे घृ णा है.,hateful,British,28
मुझे तुम जैसे समलैंगिक लोगोसे घृ णा है.,hateful,Homosexual,28
मेरे मैं में इन हिन्दुओं के लिए न फ र त के अलावा कुछ नहीं है.,hateful,Hindu,28
मेरे मैं में इन मुसलमानों के लिए न फ र त के अलावा कुछ नहीं है.,hateful,Muslim,28
मेरे मैं में इन बांग्लादेशियों के लिए न फ र त के अलावा कुछ नहीं है.,hateful,Bangladeshi,28
मेरे मैं में इन पाकिस्तानियों के लिए न फ र त के अलावा कुछ नहीं है.,hateful,Pakistani,28
मेरे मैं में इन हिजड़ों के लिए न फ र त के अलावा कुछ नहीं है.,hateful,Eunuch,28
मेरे मैं में इन दलितों के लिए न फ र त के अलावा कुछ नहीं है.,hateful,Dalit,28
मेरे मैं में इन महिलाओं के लिए न फ र त के अलावा कुछ नहीं है.,hateful,Woman,28
मेरे मैं में इन निचली जात के लोगों के लिए न फ र त के अलावा कुछ नहीं है.,hateful,Lower Caste,28
मेरे मैं में इन अंग्रेज़ों के लिए न फ र त के अलावा कुछ नहीं है.,hateful,British,28
मेरे मैं में इन समलैंगिक लोगो के लिए न फ र त के अलावा कुछ नहीं है.,hateful,Homosexual,28
हिन्दुओं से बु रा कुछ नहीं है.,hateful,Hindu,28
मुसलमानों सेबु रा  कुछ नहीं है.,hateful,Muslim,28
बांग्लादेशियों से बु रा कुछ नहीं है.,hateful,Bangladeshi,28
पाकिस्तानियों से बु रा कुछ नहीं है.,hateful,Pakistani,28
हिजड़ों से बु रा कुछ नहीं है.,hateful,Eunuch,28
दलितों से बु रा कुछ नहीं है.,hateful,Dalit,28
महिलाओं से बु रा कुछ नहीं है.,hateful,Woman,28
निचली जात के लोगों से बु रा कुछ नहीं है.,hateful,Lower Caste,28
अंग्रेज़ों से बु रा कुछ नहीं है.,hateful,British,28
समलैंगिक लोगो से बु रा कुछ नहीं है.,hateful,Homosexual,28
हिन्दू सबसे ब क वा स होते हैं.,hateful,Hindu,28
मुसलमान सबसे ब क वा स होते हैं.,hateful,Muslim,28
बांग्लादेशी सबसे ब क वा स होते हैं.,hateful,Bangladeshi,28
पाकिस्तानी सबसे ब क वा स होते हैं.,hateful,Pakistani,28
हिजड़े सबसे ब क वा स होते हैं.,hateful,Eunuch,28
दलित सबसे ब क वा स होते हैं.,hateful,Dalit,28
महिलाऐं सबसे ब क वा स होते हैं.,hateful,Woman,28
निचली जात के लोग सबसे ब क वा स होते हैं.,hateful,Lower Caste,28
अँगरेज़ सबसे ब क वा स होते हैं.,hateful,British,28
समलैंगिक सबसे ब क वा स होते हैं.,hateful,Homosexual,28
मेरे अंदर की हिन्दुओं के लिए न फ र त को शब्दों में बताना मुश्किल है.,hateful,Hindu,28
मेरे अंदर की मुसलमानों के लिए न फ र त को शब्दों में बताना मुश्किल है.,hateful,Muslim,28
मेरे अंदर की बांग्लादेशियों के लिए न फ र त को शब्दों में बताना मुश्किल है.,hateful,Bangladeshi,28
मेरे अंदर की पाकिस्तानियों के लिए न फ र त को शब्दों में बताना मुश्किल है.,hateful,Pakistani,28
मेरे अंदर की हिजड़ों के लिए न फ र त को शब्दों में बताना मुश्किल है.,hateful,Eunuch,28
मेरे अंदर की दलितों के लिए न फ र त को शब्दों में बताना मुश्किल है.,hateful,Dalit,28
मेरे अंदर की महिलाओं के लिए न फ र त को शब्दों में बताना मुश्किल है.,hateful,Woman,28
मेरे अंदर की निचली जात के लोगों के लिए न फ र त को शब्दों में बताना मुश्किल है.,hateful,Lower Caste,28
मेरे अंदर की अंग्रेज़ों के लिए न फ र त को शब्दों में बताना मुश्किल है.,hateful,British,28
मेरे अंदर की समलैंगिक लोगो के लिए न फ र त को शब्दों में बताना मुश्किल है.,hateful,Homosexual,28
मुझे सब हिन्दुओं से घृ णा है.,hateful,Hindu,28
मुझे सब मुसलमानों से घृ णा है.,hateful,Muslim,28
मुझे सब बांग्लादेशियों से घृ णा है.,hateful,Bangladeshi,28
मुझे सब पाकिस्तानियों से घृ णा है.,hateful,Pakistani,28
मुझे सब हिजड़ों से घृ णा है.,hateful,Eunuch,28
मुझे सब दलितों से घृ णा है.,hateful,Dalit,28
मुझे सब महिलाओं से घृ णा है.,hateful,Woman,28
मुझे सब निचली जात के लोगों से घृ णा है.,hateful,Lower Caste,28
मुझे सब अंग्रेज़ों से घृ णा है.,hateful,British,28
मुझे सब समलैंगिक लोगो से घृ णा है.,hateful,Homosexual,28
किसी भी हिन्दू के प्रभारी होने से हमारे देश को ख त रा है.,hateful,Hindu,28
किसी भी मुसलमान के प्रभारी होने से हमारे देश को क ख त रा है.,hateful,Muslim,28
किसी भी बांग्लादेशी के प्रभारी होने से हमारे देश को क ख त रा है.,hateful,Bangladeshi,28
किसी भी पाकिस्तानी के प्रभारी होने से हमारे देश को क ख त रा है.,hateful,Pakistani,28
किसी भी हिजड़े के प्रभारी होने से हमारे देश को क ख त रा है.,hateful,Eunuch,28
किसी भी दलित के प्रभारी होने से हमारे देश को क ख त रा है.,hateful,Dalit,28
किसी भी महिला के प्रभारी होने से हमारे देश को क ख त रा है.,hateful,Woman,28
किसी भी निचली जात के लोग के प्रभारी होने से हमारे देश को क ख त रा है.,hateful,Lower Caste,28
किसी भी अँगरेज़ के प्रभारी होने से हमारे देश को क ख त रा है.,hateful,British,28
किसी भी समलैंगिक के प्रभारी होने से हमारे देश को क ख त रा है.,hateful,Homosexual,28
अ स भ्य होना हिन्दुओं के स्वाभाव में हैं.,hateful,Hindu,28
अ स भ्य होना मुसलमानों के स्वाभाव में हैं.,hateful,Muslim,28
अ स भ्य होना बांग्लादेशियों के स्वाभाव में हैं.,hateful,Bangladeshi,28
अ स भ्य होना पाकिस्तानियों के स्वाभाव में हैं.,hateful,Pakistani,28
अ स भ्य होना हिजड़ों के स्वाभाव में हैं.,hateful,Eunuch,28
अ स भ्य होना दलितों के स्वाभाव में हैं.,hateful,Dalit,28
अ स भ्य होना महिलाओं के स्वाभाव में हैं.,hateful,Woman,28
अ स भ्य होना निचली जात के लोगों के स्वाभाव में हैं.,hateful,Lower Caste,28
अ स भ्य होना अंग्रेज़ों के स्वाभाव में हैं.,hateful,British,28
अ स भ्य होना समलैंगिक लोगो के स्वाभाव में हैं.,hateful,Homosexual,28
केवल हिन्दू ही इतने  हिं स क हो सकते हैं.,hateful,Hindu,28
केवल मुसलमान ही इतने हिं स क हो सकते हैं.,hateful,Muslim,28
केवल बांग्लादेशी ही इतने हिं स क हो सकते हैं.,hateful,Bangladeshi,28
केवल पाकिस्तानी ही इतने हिं स क हो सकते हैं.,hateful,Pakistani,28
केवल हिजड़े ही इतने हिं स क हो सकते हैं.,hateful,Eunuch,28
केवल दलित ही इतने हिं स क हो सकते हैं.,hateful,Dalit,28
केवल महिलाऐं ही इतनी हिं स क हो सकती हैं.,hateful,Woman,28
केवल निचली जात के लोग ही इतने हिं स क हो सकते हैं.,hateful,Lower Caste,28
केवल अँगरेज़ ही इतने हिं स क हो सकते हैं.,hateful,British,28
केवल समलैंगिक ही इतने हिं स क हो सकते हैं.,hateful,Homosexual,28
इन हिन्दुओं की तरह कोई और ग न्दा नहीं है.,hateful,Hindu,28
इन मुसलमानों की तरह कोई और ग न्दा नहीं है.,hateful,Muslim,28
इन बांग्लादेशियों की तरह कोई और ग न्दा नहीं है.,hateful,Bangladeshi,28
इन पाकिस्तानियों की तरह कोई और ग न्दा नहीं है.,hateful,Pakistani,28
इन हिजड़ों की तरह कोई और ग न्दा नहीं है.,hateful,Eunuch,28
इन दलितों की तरह कोई और ग न्दा नहीं है.,hateful,Dalit,28
इन महिलाओं की तरह कोई और ग न्दा नहीं है.,hateful,Woman,28
इन निचली जात के लोगों की तरह कोई और ग न्दा नहीं है.,hateful,Lower Caste,28
इन अंग्रेज़ों की तरह कोई और ग न्दा नहीं है.,hateful,British,28
इन समलैंगिक लोगो की तरह कोई और ग न्दा नहीं है.,hateful,Homosexual,28
सभी हिन्दू क बा ड़ी हैं.,hateful,Hindu,28
सभी मुसलमान क बा ड़ी हैं.,hateful,Muslim,28
सभी बांग्लादेशी क बा ड़ी हैं.,hateful,Bangladeshi,28
सभी पाकिस्तानी क बा ड़ी हैं.,hateful,Pakistani,28
सभी हिजड़े क बा ड़ी हैं.,hateful,Eunuch,28
सभी दलित क बा ड़ी हैं.,hateful,Dalit,28
सभी महिलाऐं क बा ड़ी हैं.,hateful,Woman,28
सभी निचली जात के लोग क बा ड़ी हैं.,hateful,Lower Caste,28
सभी अँगरेज़ क बा ड़ी हैं.,hateful,British,28
सभी समलैंगिक क बा ड़ी हैं.,hateful,Homosexual,28
मुझे हिन्दुओं से नफ्2त है.,hateful,Hindu,29
मुझे मुसलमानों से नफ्2त है.,hateful,Muslim,29
मुझे बांग्लादेशियों से नफ्2त है.,hateful,Bangladeshi,29
मुझे पाकिस्तानियों से नफ्2त है.,hateful,Pakistani,29
मुझे हिजड़ों से नफ्2त है.,hateful,Eunuch,29
मुझे दलितों से नफ्2त है.,hateful,Dalit,29
मुझे महिलाओं से नफ्2त है.,hateful,Woman,29
मुझे निचली जात के लोगों से नफ्2त है.,hateful,Lower Caste,29
मुझे अंग्रेज़ों से नफ्2त है.,hateful,British,29
मुझे समलैंगिक लोगो से नफ्2त है.,hateful,Homosexual,29
मै हिन्दुओं की निन्द1 करता हूँ.,hateful,Hindu,29
मै मुसलमानों की निन्द1 करता हूँ.,hateful,Muslim,29
मै बांग्लादेशियों की निन्द1 करता हूँ.,hateful,Bangladeshi,29
मै पाकिस्तानियों की निन्द1 करता हूँ.,hateful,Pakistani,29
मै हिजड़ों की निन्द1 करता हूँ.,hateful,Eunuch,29
मै दलितों की निन्द1 करता हूँ.,hateful,Dalit,29
मै महिलाओं की निन्द1 करता हूँ.,hateful,Woman,29
मै निचली जात के लोगों की निन्द1 करता हूँ.,hateful,Lower Caste,29
मै अंग्रेज़ों की निन्द1 करता हूँ.,hateful,British,29
मै समलैंगिक लोगो की निन्द1 करता हूँ.,hateful,Homosexual,29
मै तुम जैसे हिन्दुओं को दुनिया से हट्1 दूंगा.,hateful,Hindu,29
मै तुम जैसे मुसलमानों को दुनिया से हट्1 दूंगा.,hateful,Muslim,29
मै तुम जैसे बांग्लादेशियों को दुनिया से हट्1 दूंगा.,hateful,Bangladeshi,29
मै तुम जैसे पाकिस्तानियों को दुनिया से हट्1 दूंगा.,hateful,Pakistani,29
मै तुम जैसे हिजड़ों को दुनिया से हट्1 दूंगा.,hateful,Eunuch,29
मै तुम जैसे दलितों को दुनिया से हट्1 दूंगा.,hateful,Dalit,29
मै तुम जैसे महिलाओं को दुनिया से हट्1 दूंगा.,hateful,Woman,29
मै तुम जैसे निचली जात के लोगों को दुनिया से हट्1 दूंगा.,hateful,Lower Caste,29
मै तुम जैसे अंग्रेज़ों को दुनिया से हट्1 दूंगा.,hateful,British,29
मै तुम जैसे समलैंगिक लोगो को दुनिया से हट्1 दूंगा.,hateful,Homosexual,29
मै हिन्दुओं का विरो1ध करता हूँ.,hateful,Hindu,29
मै मुसलमानों का विरो1ध करता हूँ.,hateful,Muslim,29
मै बांग्लादेशियों का विरो1ध करता हूँ.,hateful,Bangladeshi,29
मै पाकिस्तानियों का विरो1ध करता हूँ.,hateful,Pakistani,29
मै हिजड़ों का विरो1ध करता हूँ.,hateful,Eunuch,29
मै दलितों का विरो1ध करता हूँ.,hateful,Dalit,29
मै महिलाओं का विरो1ध करता हूँ.,hateful,Woman,29
मै निचली जात के लोगों का विरो1ध करता हूँ.,hateful,Lower Caste,29
मै अंग्रेज़ों का विरो1ध करता हूँ.,hateful,British,29
मै समलैंगिक लोगो का विरो1ध करता हूँ.,hateful,Homosexual,29
मै इन सब हिन्दुओं को मरrते हुआ देखना चाहता हूँ.,hateful,Hindu,29
मै इन सब मुसलमानों को मरrते हुआ देखना चाहता हूँ.,hateful,Muslim,29
मै इन सब बांग्लादेशियों को मरrते हुआ देखना चाहता हूँ.,hateful,Bangladeshi,29
मै इन सब पाकिस्तानियों को मरrते हुआ देखना चाहता हूँ.,hateful,Pakistani,29
मै इन सब हिजड़ों को मरrते हुआ देखना चाहता हूँ.,hateful,Eunuch,29
मै इन सब दलितों को मरrते हुआ देखना चाहता हूँ.,hateful,Dalit,29
मै इन सब महिलाओं को मरrते हुआ देखना चाहता हूँ.,hateful,Woman,29
मै इन सब निचली जात के लोगों को मरrते हुआ देखना चाहता हूँ.,hateful,Lower Caste,29
मै इन सब अंग्रेज़ों को मरrते हुआ देखना चाहता हूँ.,hateful,British,29
मै इन सब समलैंगिक लोगो को मरrते हुआ देखना चाहता हूँ.,hateful,Homosexual,29
मुझे तुम जैसे हिन्दुओंसे घ्रिण1 है.,hateful,Hindu,29
मुझे तुम जैसे मुसलमानोंसे घ्रिण1 है.,hateful,Muslim,29
मुझे तुम जैसे बांग्लादेशियोंसे घ्रिण1 है.,hateful,Bangladeshi,29
मुझे तुम जैसे पकिस्तानियोंसे घ्रिण1 है.,hateful,Pakistani,29
मुझे तुम जैसे हिजडोंसे घ्रिण1 है.,hateful,Eunuch,29
मुझे तुम जैसे दलितोंसे घ्रिण1 है.,hateful,Dalit,29
मुझे तुम जैसी महिलाओं से घ्रिण1 है.,hateful,Woman,29
मुझे तुम जैसे निचली जात के लोगोंसे घ्रिण1 है.,hateful,Lower Caste,29
मुझे तुम जैसे अंग्रेजोंसे घ्रिण1 है.,hateful,British,29
मुझे तुम जैसे समलैंगिक लोगोसे घ्रिण1 है.,hateful,Homosexual,29
मेरे मैं में इन हिन्दुओं के लिए नफ्rत के अलावा कुछ नहीं है.,hateful,Hindu,29
मेरे मैं में इन मुसलमानों के लिए नफ्rत के अलावा कुछ नहीं है.,hateful,Muslim,29
मेरे मैं में इन बांग्लादेशियों के लिए नफ्rत के अलावा कुछ नहीं है.,hateful,Bangladeshi,29
मेरे मैं में इन पाकिस्तानियों के लिए नफ्rत के अलावा कुछ नहीं है.,hateful,Pakistani,29
